Country,Development,Demography,Health Care,Urbanisation
Eswatini,0.10956100000000005,421.0135925173951,38.44000000000001,2863.641169
Ethiopia,0.21996100000000007,471.57042304186035,64.0,3197.789400999999
Faroe Islands,,,,1242.4215040000004
Fiji,0.04622499999999999,180.75366866271156,36.00000000000001,443.6920959999997
Finland,0.00019600000000000035,13.661849264994622,15.210000000000003,65.12490000000012
Fragile and conflict affected situations,,,,1048.1651678545263
France,0.002304000000000015,15.330712309250451,3.2400000000000024,9.809424000000032
French Guiana,,235.80625177997695,,
French Polynesia,,88.62073386014228,,239.56848400000004
Gabon,0.056169,370.6210057197363,4.0000000000000036,145.39536400000017
Gambia,0.22372900000000004,552.5654597681943,51.84000000000002,257.3457639999998
Georgia,0.02340900000000004,29.509117013866398,32.49000000000001,348.94239999999996
Germany,0.0,0.0,0.0,0.0
