iso,2019
533,43.411
004,25.495
024,65.514
008,60.318999999999996
020,88.06200000000001
784,86.522
032,91.87
051,63.148999999999994
016,87.15299999999999
028,24.599
036,86.012
040,58.297
031,55.68
108,13.032
056,98.001
204,47.312
854,29.358
050,36.632
100,75.008
048,89.287
044,83.025
070,48.245
112,78.595
084,45.724
060,100.0
068,69.425
076,86.569
052,31.147
096,77.62899999999999
064,40.895
072,69.446
140,41.364
124,81.411
756,73.797
152,87.564
156,59.152
384,50.778999999999996
120,56.373999999999995
178,44.46
178,66.916
170,80.778
174,28.965
132,65.732
188,79.34
192,77.03699999999999
528,89.145
136,100.0
196,66.81
203,73.792
276,77.312
262,77.777
212,70.483
208,87.874
214,81.074
012,72.62899999999999
218,63.821000000000005
818,42.70399999999999
232,35.771
724,80.321
233,68.88
231,20.763
246,85.382
242,56.248000000000005
250,80.444
234,42.06399999999999
583,22.703000000000003
266,89.37
826,83.398
268,58.632
288,56.06
292,100.0
324,36.14
270,61.27
624,43.36
226,72.143
300,79.058
308,36.272
304,86.816
320,51.053999999999995
316,94.78
328,26.605999999999998
156,100.0
340,57.096000000000004
191,56.946999999999996
332,55.278
348,71.351
360,55.325
833,52.588
356,34.03
372,63.17
364,74.898
368,70.473
352,93.81299999999999
376,92.41799999999999
380,70.438
388,55.674
400,90.979
392,91.616
398,57.428000000000004
404,27.03
417,36.351
116,23.388
296,54.056999999999995
408,81.459
414,100.0
422,88.59299999999999
430,51.151
434,80.102
438,14.338
144,18.476
426,28.153000000000002
440,67.679
442,90.98100000000001
428,68.142
156,100.0
504,62.453
492,100.0
498,42.629
450,37.191
462,39.808
484,80.156
584,77.031
807,57.963
466,42.356
470,94.61200000000001
104,30.579
499,66.813
496,68.445
580,91.618
508,35.988
478,53.672
480,40.793
454,16.937
458,76.036
516,50.032
540,70.683
566,16.425
566,50.343999999999994
558,58.522
528,91.49
578,82.24799999999999
524,19.74
520,100.0
554,86.538
512,84.539
586,36.666
591,67.709
604,77.907
608,46.907
585,79.93
598,13.169
616,60.058
630,93.57799999999999
408,61.898999999999994
620,65.211
600,61.585
258,61.833999999999996
634,99.135
642,53.998000000000005
643,74.433
646,17.211
682,83.844
729,34.641999999999996
686,47.192
702,100.0
090,23.749000000000002
694,42.055
222,72.023
674,97.226
706,44.971000000000004
688,56.092
728,19.615
678,72.803
740,66.06
703,53.726000000000006
705,54.541000000000004
752,87.431
748,23.799
528,100.0
690,56.691
760,54.162
796,93.098
148,23.059
768,41.702
764,49.949
762,27.134
795,51.593
626,30.578000000000003
776,23.131
780,53.184
788,68.945
792,75.143
798,62.387
834,33.775999999999996
800,23.774
804,69.352
858,95.334
840,82.256
860,50.478
862,88.208
092,47.723
840,95.721
704,35.919000000000004
548,25.274
882,18.243
887,36.641999999999996
710,66.355
894,43.521
716,32.209
