iso,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
418,11.079153006866909,10.751624669988908,10.472300827287317,9.83766411286993,9.686648470957909,9.259363611409288,8.02137568038635,6.693339076214429,5.64808543353917,4.80830065767891,3.899765895766708,3.2072168376512806,2.471331158179923,1.774346617093403,1.1243251928737692,0.7008899977906273,0.3781597934348157,0.14286997507202778,0.03708789062935877,0.005886081175475517,0.0002650131334929736
422,8.633929566428442,8.633200247151716,8.304554394673753,8.608782637766952,8.801177062967094,8.501018421438019,7.59727514649107,7.133792746132128,6.584454880517082,5.998038422873321,5.67649614015066,4.726761991613412,3.5267983992317062,2.7917466729913234,1.8038837126668756,1.1551104568630983,0.9280587796329716,0.457122736265897,0.11167336765218122,0.024038363360866597,0.0020858531314344197
430,14.788245735486115,13.573956520206895,12.390695944848414,10.867315297565062,9.034600174100646,7.442478532110388,6.653131806502809,5.8296373740372935,4.802330145538903,3.88064586559576,3.0900029043779136,2.461024828177894,1.9002003899238744,1.371538797749573,0.8841744619710802,0.6275603185012923,0.29298975528286897,0.09148587893078386,0.016466242986656467,0.0015190261057801172,0.0
434,9.339231124140587,9.712512945497373,9.016469756411444,8.177304955121048,8.008952625713524,8.264963253894937,8.671900786327843,8.52485439589179,8.190421977105558,6.867579900590974,5.133860758606515,3.3436159572039816,2.2899900596876144,1.6928040666604405,1.142597373969248,0.8629200379552613,0.4899333127061154,0.20351303063259898,0.0564223757804001,0.009708661941292695,0.00044264416145711375
662,5.97995557841067,5.9821438340426925,6.248016893333478,7.5155639681827635,8.925347659113537,9.096031598411326,7.705942208168759,7.668194798516362,6.990929680405265,6.926376139260587,6.711927087322342,5.836624834513168,4.377058327953871,3.2364300797619183,2.583782837511078,1.8446994977953324,1.2773942251933872,0.6641355843189601,0.3216735779073712,0.09135967263695743,0.016411917240172
144,7.866671006119285,8.00293231945212,8.086646550740129,7.714075780536373,6.98993431450608,6.641730758787367,6.486771969674729,7.035990976064513,7.076284106714143,6.283467989236783,6.14239513586129,5.7406971968417935,5.0933856143581595,4.127110195615834,3.265553772148912,1.8022218810270283,0.919824829928942,0.4996216891469383,0.1840249929960672,0.038089013865958,0.0025699063775603283
426,11.901986903292622,10.522724909387856,10.0423146832845,10.219045418763855,9.578608240752807,9.014349726410844,8.183771733151646,7.0048139833724425,5.389346373890903,4.120988092319695,3.4661056704875204,3.0825773890998165,2.547821050249216,1.9146300206044702,1.3602055647596278,0.8561277241871257,0.4911382899183962,0.2322531710133362,0.061733419847953226,0.008940053179200543,0.0005175820261642419
440,5.33390152524015,5.405469064523481,4.396892193195393,4.595034626006158,5.399417530822056,6.969736171248982,6.614797413132408,5.593284029640196,6.185645834533675,7.108885209653028,7.110370915531822,8.428083319835151,6.702635243624963,5.7121042632149015,4.071413895553428,4.1909588637031545,3.0803756009408505,2.0047245446945623,0.8688842819927737,0.2115137857199024,0.01587168719296167
442,5.373783963750345,5.217384243093563,5.116041121920322,5.644519513423091,6.47118054991636,7.272668214964352,7.774186737693469,7.803095512643528,7.436701151478733,7.754372858233316,7.707274292303443,6.709271921134263,5.445243856885323,4.322673899274031,3.4653175905023312,2.4911893199941533,1.9666087408442008,1.341821902457246,0.5461809559384795,0.1302518961233008,0.010231757426144577
428,5.900856960046991,5.0701196807115805,5.3367003367003365,4.3581715388568965,4.104125365807609,6.6938858994933765,7.4074598529427185,6.3698773823384425,6.525378394537274,6.941376380628716,6.519084930299883,7.623850131638293,6.812098136085673,5.932534063375185,4.143144844079424,4.5259972518539495,2.7179898675225784,1.857463524130191,0.8945110502742902,0.2396236508386041,0.02575075783798525
446,5.561298099443512,4.8688097632267615,3.589853289280562,3.664957435778928,5.990687710400909,8.610432762271174,10.58843552285602,9.106338727507792,6.740636183647593,7.7340095308879455,7.447333412445116,8.17792031777954,6.707534148184696,4.974673820037349,2.845369774718789,1.2922285164667011,1.0178875904841016,0.6721899182442181,0.3116587867167153,0.08665863057503856,0.011086059046536464
504,9.241164795803963,9.26767297201896,8.460665162196971,8.097924295741532,7.976060166650552,8.266040640861759,7.804360227579876,7.374309760596732,6.298329507817089,5.6348765782276615,5.2324228006946525,4.909104209541155,4.1366107689986835,2.963804933383264,1.7594705998058882,1.3858966960908885,0.8205936614092117,0.3001472426643667,0.06387955000588674,0.00651737017615215,0.00014805973475482374
498,5.105461981402127,5.5088990116386345,5.275349730341224,5.079839080266459,6.335954816635496,8.706295764455298,10.313687625177515,8.487116083119108,7.2603083948637455,6.29319227217259,6.016039540390447,7.199219045631024,6.405576888736758,5.344848139792218,2.380530750201941,2.0170862210623213,1.3408246518030755,0.6612983885767368,0.2271188234834384,0.03949785049581303,0.0018549397540300423
450,14.915630383666528,13.315744943529506,12.13545873223434,10.951397859477732,9.63151591664984,7.939844651545725,6.558934071199311,5.556457403835308,4.72129686985642,3.83549728717528,3.0664415317175755,2.436458691224757,1.8912537089385983,1.3511545310064708,0.7841284458710209,0.4895936143110245,0.2701589725742294,0.11141554773415377,0.03107236055684933,0.006092110786981319,0.00045236610834553914
462,6.863468912678263,7.045781571354313,5.949833884540339,5.362026231928823,10.439659783484883,16.110562833831803,14.35486179645771,9.60814078756055,6.6414166145593985,5.128296883357566,3.7784675189657904,2.9420516954323896,2.143115437060698,1.1839022442537612,0.8467744973218121,0.7959228259968811,0.5126601827646735,0.21489539622868936,0.060833666066491376,0.015443840920904934,0.0018833952342566997
484,8.654446642776191,8.782583286662941,8.748053153266197,8.776434772035591,8.57800016316609,8.371902642644756,7.556602861953274,7.051704304919671,6.638425984017875,6.172160228096411,5.285380437539714,4.432386907307176,3.5352422762459583,2.6934852270413496,1.8511246138052435,1.3030555515317954,0.8051732304019936,0.4715684970553287,0.21415549226651054,0.06821135790243407,0.009902369363503631
807,5.455545540154877,5.503638662262451,5.434474801027907,5.902686783222892,6.447358190085906,7.491823689270433,7.8373070155481885,7.827131624443593,7.32608960679793,6.970430889415578,6.953919877434535,6.581318173920473,6.1827500242385485,5.366414873733956,3.621911264829913,2.577109785750421,1.6354541344245959,0.685494979980398,0.1739415913351745,0.024622526588008974,0.0005759655342224321
