iso,2018
566,0.377
140,0.381
148,0.401
728,0.413
108,0.423
466,0.42700000000000005
854,0.434
232,0.434
694,0.43799999999999994
508,0.446
178,0.45899999999999996
624,0.461
887,0.46299999999999997
430,0.465
270,0.466
324,0.466
231,0.47
454,0.485
262,0.495
004,0.496
332,0.503
729,0.508
768,0.513
686,0.514
Not Found,0.516
426,0.518
204,0.52
450,0.521
478,0.527
834,0.528
800,0.528
566,0.534
646,0.536
174,0.5379999999999999
598,0.5429999999999999
760,0.5489999999999999
090,0.557
586,0.56
716,0.563
120,0.563
024,0.574
524,0.579
404,0.579
116,0.581
104,0.584
226,0.588
894,0.591
288,0.596
548,0.597
418,0.604
748,0.608
178,0.609
678,0.609
050,0.614
583,0.614
064,0.617
340,0.623
296,0.623
626,0.626
516,0.645
356,0.647
320,0.6509999999999999
132,0.6509999999999999
558,0.6509999999999999
762,0.6559999999999999
222,0.667
328,0.67
417,0.674
504,0.6759999999999999
368,0.6890000000000001
275,0.69
704,0.693
584,0.698
818,0.7
266,0.7020000000000001
068,0.703
710,0.705
882,0.7070000000000001
360,0.7070000000000001
434,0.708
860,0.71
795,0.71
498,0.711
608,0.7120000000000001
776,0.7170000000000001
462,0.7190000000000001
084,0.72
400,0.723
242,0.7240000000000001
740,0.7240000000000001
212,0.7240000000000001
600,0.7240000000000001
388,0.726
862,0.726
072,0.728
670,0.728
422,0.73
496,0.735
788,0.7390000000000001
214,0.745
662,0.745
804,0.75
031,0.754
156,0.758
218,0.758
012,0.759
604,0.759
807,0.759
051,0.76
170,0.7609999999999999
076,0.7609999999999999
308,0.763
764,0.765
484,0.767
070,0.769
028,0.7759999999999999
659,0.777
192,0.778
144,0.78
268,0.7859999999999999
008,0.7909999999999999
188,0.794
591,0.795
480,0.7959999999999999
364,0.797
780,0.799
688,0.799
690,0.8009999999999999
458,0.804
044,0.805
792,0.807
414,0.8079999999999999
858,0.8079999999999999
052,0.813
585,0.8140000000000001
642,0.816
100,0.816
499,0.816
398,0.8170000000000001
112,0.8170000000000001
643,0.8240000000000001
032,0.83
512,0.8340000000000001
191,0.8370000000000001
048,0.838
096,0.845
348,0.845
152,0.847
634,0.848
620,0.85
428,0.8540000000000001
682,0.857
020,0.857
703,0.857
784,0.866
440,0.8690000000000001
300,0.872
616,0.872
196,0.873
233,0.882
380,0.883
470,0.885
203,0.8909999999999999
250,0.8909999999999999
724,0.893
705,0.902
376,0.9059999999999999
408,0.9059999999999999
442,0.909
040,0.914
392,0.915
438,0.917
056,0.919
826,0.92
840,0.92
554,0.9209999999999999
124,0.922
246,0.925
208,0.93
528,0.934
702,0.935
752,0.937
352,0.938
036,0.938
344,0.9390000000000001
276,0.9390000000000001
372,0.9420000000000001
756,0.946
578,0.9540000000000001
